Concatenation,Estimated resolicitation Date,ContractNumber,NDCWithDashes,Drug,Generic,TradeName,PackageDescription,Non-TAA,VendorName,5 Year option end, Price ,Offers,Estimated Annual Quantities,Estimated Annual Spend,ContractStartDate,ContractStopDate,5 Year option end,Contract Start Year,SubItemIdentifier,VAClass,Covered,PrimeVendor,PriceStartDate,PriceStopDate,PriceType
36E79721D0004HYDRALAZINE HCL 25MG TAB100,10-Oct-25,36E79721D0004,77771-0183-01,HYDRALAZINE HCL,HYDRALAZINE HCL 25MG TAB,HYDRALAZINE HCL 25MG TAB,100,Compliant,Radha Pharmaceuticals Inc.,8-Apr-26, $2.80 , 4.00 ," 26,382.00 "," $73,869.60 ",04/08/2021,04/07/2025,2026,2021,,CV490,F,T,04/08/2021,04/07/2025,NC
36E79721D0004HYDRALAZINE HCL 25MG TAB1000,10-Oct-25,36E79721D0004,77771-0183-10,HYDRALAZINE HCL,HYDRALAZINE HCL 25MG TAB,HYDRALAZINE HCL 25MG TAB,1000,Compliant,Radha Pharmaceuticals Inc.,8-Apr-26, $22.70 , 4.00 ," 32,025.00 "," $726,967.50 ",04/08/2021,04/07/2025,2026,2021,,CV490,F,T,04/08/2021,04/07/2025,NC
36E79721D0004HYDRALAZINE HCL 50MG TAB100,10-Oct-25,36E79721D0004,77771-0184-01,HYDRALAZINE HCL,HYDRALAZINE HCL 50MG TAB,HYDRALAZINE HCL 50MG TAB,100,Compliant,Radha Pharmaceuticals Inc.,8-Apr-26, $3.25 , 4.00 ," 29,208.00 "," $94,926.00 ",04/08/2021,04/07/2025,2026,2021,,CV490,F,T,04/08/2021,04/07/2025,NC
36E79721D0004HYDRALAZINE HCL 50MG TAB1000,10-Oct-25,36E79721D0004,77771-0184-10,HYDRALAZINE HCL,HYDRALAZINE HCL 50MG TAB,HYDRALAZINE HCL 50MG TAB,1000,Compliant,Radha Pharmaceuticals Inc.,8-Apr-26, $26.60 , 4.00 ," 30,922.00 "," $822,525.20 ",04/08/2021,04/07/2025,2026,2021,,CV490,F,T,04/08/2021,04/07/2025,NC
"36E79721D0007BENRALIZUMAB 30MG/ML INJ,PEN,1ML1",19-Aug-25,36E79721D0007,00310-1830-30,BENRALIZUMAB,"BENRALIZUMAB 30MG/ML INJ,PEN,1ML","FASENRA 30MG/ML INJ,PEN,1ML",1,Compliant,"AstraZeneca Pharmaceuticals, LP",15-Feb-26," $2,500.00 ", 3.00 ," 15,112.50 "," $37,781,250.00 ",02/15/2021,02/14/2025,2026,2021,,RE109,T,T,02/15/2021,02/14/2025,NC
"36E79721D0007BENRALIZUMAB 30MG/ML INJ,SYR,1ML1",19-Aug-25,36E79721D0007,00310-1730-30,BENRALIZUMAB,"BENRALIZUMAB 30MG/ML INJ,SYR,1ML","FASENRA 30MG/ML INJ,SYR,1ML",1,Compliant,"AstraZeneca Pharmaceuticals, LP",15-Feb-26," $2,500.00 ", 3.00 ," 15,112.50 "," $37,781,250.00 ",02/15/2021,02/14/2025,2026,2021,,RE109,T,T,02/15/2021,02/14/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 100MG TAB,SA100",31-Oct-25,36E79721D0009,51407-0405-01,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 100MG TAB,SA","METOPROLOL SUCCINATE 100MG TAB,SA",100,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $12.75 , 3.00 ," 63,467.00 "," $809,204.25 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 100MG TAB,SA1000",31-Oct-25,36E79721D0009,51407-0405-10,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 100MG TAB,SA","METOPROLOL SUCCINATE 100MG TAB,SA",1000,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $124.00 , 3.00 ," 33,015.00 "," $4,093,860.00 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 200MG TAB,SA100",31-Oct-25,36E79721D0009,51407-0406-01,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 200MG TAB,SA","METOPROLOL SUCCINATE 200MG TAB,SA",100,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $18.50 , 3.00 ," 13,912.00 "," $257,372.00 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,08/01/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 200MG TAB,SA1000",31-Oct-25,36E79721D0009,51407-0406-10,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 200MG TAB,SA","METOPROLOL SUCCINATE 200MG TAB,SA",1000,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $180.00 , 3.00 ," 11,177.00 "," $2,011,860.00 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 25MG TAB,SA100",31-Oct-25,36E79721D0009,51407-0403-01,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 25MG TAB,SA","METOPROLOL SUCCINATE 25MG TAB,SA",100,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $8.75 , 3.00 ," 118,750.00 "," $1,039,062.50 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 25MG TAB,SA1000",31-Oct-25,36E79721D0009,51407-0403-10,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 25MG TAB,SA","METOPROLOL SUCCINATE 25MG TAB,SA",1000,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $84.00 , 3.00 ," 50,029.00 "," $4,202,436.00 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 50MG TAB,SA100",31-Oct-25,36E79721D0009,51407-0404-01,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 50MG TAB,SA","METOPROLOL SUCCINATE 50MG TAB,SA",100,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $9.30 , 3.00 ," 106,733.00 "," $992,616.90 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
"36E79721D0009METOPROLOL SUCCINATE 50MG TAB,SA1000",31-Oct-25,36E79721D0009,51407-0404-10,METOPROLOL SUCCINATE,"METOPROLOL SUCCINATE 50MG TAB,SA","METOPROLOL SUCCINATE 50MG TAB,SA",1000,Compliant,"Golden State Medical Supply, Inc.",29-Apr-26, $89.00 , 3.00 ," 54,518.00 "," $4,852,102.00 ",04/29/2021,04/28/2025,2026,2021,,CV100,F,T,04/29/2021,04/28/2025,NC
36E79721D0011BUMETANIDE 0.5MG TAB100,1-Dec-25,36E79721D0011,00185-0128-01,BUMETANIDE,BUMETANIDE 0.5MG TAB,BUMETANIDE 0.5MG TAB,100,Compliant,"Sandoz, Inc.",30-May-26, $8.44 , 3.00 ," 12,006.00 "," $101,330.64 ",05/30/2021,05/29/2025,2026,2021,,CV702,F,T,05/30/2021,05/29/2025,NC
36E79721D0011BUMETANIDE 1MG TAB100,1-Dec-25,36E79721D0011,00185-0129-01,BUMETANIDE,BUMETANIDE 1MG TAB,BUMETANIDE 1MG TAB,100,Compliant,"Sandoz, Inc.",30-May-26, $5.44 , 3.00 ," 29,452.00 "," $160,218.88 ",05/30/2021,05/29/2025,2026,2021,,CV702,F,T,05/30/2021,05/29/2025,NC
36E79721D0011BUMETANIDE 1MG TAB500,1-Dec-25,36E79721D0011,00185-0129-05,BUMETANIDE,BUMETANIDE 1MG TAB,BUMETANIDE 1MG TAB,500,Compliant,"Sandoz, Inc.",30-May-26, $27.20 , 3.00 ," 14,505.00 "," $394,536.00 ",05/30/2021,05/29/2025,2026,2021,,CV702,F,T,05/30/2021,05/29/2025,NC
36E79721D0011BUMETANIDE 2MG TAB100,1-Dec-25,36E79721D0011,00185-0130-01,BUMETANIDE,BUMETANIDE 2MG TAB,BUMETANIDE 2MG TAB,100,Compliant,"Sandoz, Inc.",30-May-26, $16.48 , 3.00 ," 10,678.00 "," $175,973.44 ",05/30/2021,05/29/2025,2026,2021,,CV702,F,T,05/30/2021,05/29/2025,NC
36E79721D0011BUMETANIDE 2MG TAB500,1-Dec-25,36E79721D0011,00185-0130-05,BUMETANIDE,BUMETANIDE 2MG TAB,BUMETANIDE 2MG TAB,500,Compliant,"Sandoz, Inc.",30-May-26, $82.41 , 3.00 ," 13,695.00 "," $1,128,604.95 ",05/30/2021,05/29/2025,2026,2021,,CV702,F,T,05/30/2021,05/29/2025,NC
36E79721D0012ESZOPICLONE 1MG TAB30,24-Nov-25,36E79721D0012,60429-0632-30,ESZOPICLONE,ESZOPICLONE 1MG TAB,ESZOPICLONE 1MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",23-May-26, $10.49 , 2.00 ," 37,409.00 "," $392,420.41 ",05/23/2021,05/22/2025,2026,2021,,CN309,F,T,05/23/2021,05/22/2025,NC
36E79721D0012ESZOPICLONE 2MG TAB30,24-Nov-25,36E79721D0012,60429-0633-30,ESZOPICLONE,ESZOPICLONE 2MG TAB,ESZOPICLONE 2MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",23-May-26, $8.98 , 2.00 ," 72,296.00 "," $649,218.08 ",05/23/2021,05/22/2025,2026,2021,,CN309,F,T,05/23/2021,05/22/2025,NC
36E79721D0012ESZOPICLONE 3MG TAB30,24-Nov-25,36E79721D0012,60429-0634-30,ESZOPICLONE,ESZOPICLONE 3MG TAB,ESZOPICLONE 3MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",23-May-26, $9.78 , 2.00 ," 131,038.00 "," $1,281,551.64 ",05/23/2021,05/22/2025,2026,2021,,CN309,F,T,05/23/2021,05/22/2025,NC
"36E79721D0013BUPRENORPHINE HCL 2MG/NALOXONE HCL 0.5MG TAB,SUBLINGUAL30",9-Dec-25,36E79721D0013,00406-8005-03,BUPRENORPHINE HCL/NALOXONE HCL,"BUPRENORPHINE HCL 2MG/NALOXONE HCL 0.5MG TAB,SUBLINGUAL","BUPRENORPHINE HCL 2MG/NALOXONE HCL 0MG TAB,SU",30,Compliant,SpecGx LLC,7-Jun-26, $9.18 , 6.00 ," 145,412.00 "," $1,334,882.16 ",06/07/2021,06/06/2025,2026,2021,,CN101,F,T,06/07/2021,06/06/2025,NC
"36E79721D0013BUPRENORPHINE HCL 8MG/NALOXONE HCL 2MG TAB,SUBLINGUAL30",9-Dec-25,36E79721D0013,00406-8020-03,BUPRENORPHINE HCL/NALOXONE HCL,"BUPRENORPHINE HCL 8MG/NALOXONE HCL 2MG TAB,SUBLINGUAL","BUPRENORPHINE HCL 8MG/NALOXONE HCL 2MG TAB,SU",30,Compliant,SpecGx LLC,7-Jun-26, $15.63 , 6.00 ," 275,699.00 "," $4,309,175.37 ",06/07/2021,06/06/2025,2026,2021,,CN101,F,T,06/07/2021,06/06/2025,NC
36E79721D0014CEFUROXIME AXETIL 250MG TAB20,29-Sep-25,36E79721D0014,51407-0333-20,CEFUROXIME AXETIL,CEFUROXIME AXETIL 250MG TAB,CEFUROXIME AXETIL 250MG TAB,20,Compliant,"Golden State Medical Supply, Inc.",28-Mar-26, $4.58 , 4.00 ," 53,140.00 "," $243,381.20 ",03/28/2021,03/27/2025,2026,2021,,AM116,F,T,03/28/2021,03/27/2025,NC
36E79721D0014CEFUROXIME AXETIL 250MG TAB60,29-Sep-25,36E79721D0014,51407-0333-60,CEFUROXIME AXETIL,CEFUROXIME AXETIL 250MG TAB,CEFUROXIME AXETIL 250MG TAB,60,Compliant,"Golden State Medical Supply, Inc.",28-Mar-26, $10.45 , 4.00 ," 282,000.00 "," $2,946,900.00 ",03/28/2021,03/27/2025,2026,2021,,AM116,F,T,03/28/2021,03/27/2025,NC
36E79721D0014CEFUROXIME AXETIL 500MG TAB20,29-Sep-25,36E79721D0014,51407-0334-20,CEFUROXIME AXETIL,CEFUROXIME AXETIL 500MG TAB,CEFUROXIME AXETIL 500MG TAB,20,Compliant,"Golden State Medical Supply, Inc.",28-Mar-26, $7.04 , 4.00 ," 63,340.00 "," $445,913.60 ",03/28/2021,03/27/2025,2026,2021,,AM116,F,T,03/28/2021,03/27/2025,NC
36E79721D0014CEFUROXIME AXETIL 500MG TAB60,29-Sep-25,36E79721D0014,51407-0334-60,CEFUROXIME AXETIL,CEFUROXIME AXETIL 500MG TAB,CEFUROXIME AXETIL 500MG TAB,60,Compliant,"Golden State Medical Supply, Inc.",28-Mar-26, $17.78 , 4.00 ," 418,560.00 "," $7,441,996.80 ",03/28/2021,03/27/2025,2026,2021,,AM116,F,T,03/28/2021,03/27/2025,NC
36E79721D0016AMBRISENTAN 10MG TAB30,3-Oct-25,36E79721D0016,69097-0387-02,AMBRISENTAN,AMBRISENTAN 10MG TAB,AMBRISENTAN 10MG TAB,30,Non-Compliant,Cipla USA Inc.,1-Apr-26," $1,093.00 ", 2.00 ," 1,201.00 "," $1,312,693.00 ",04/01/2021,03/31/2025,2026,2021,,CV900,F,T,04/01/2021,03/31/2025,NC
36E79721D0016AMBRISENTAN 5MG TAB30,3-Oct-25,36E79721D0016,69097-0386-02,AMBRISENTAN,AMBRISENTAN 5MG TAB,AMBRISENTAN 5MG TAB,30,Non-Compliant,Cipla USA Inc.,1-Apr-26," $1,045.00 ", 2.00 , 561.00 ," $586,245.00 ",04/01/2021,03/31/2025,2026,2021,,CV900,F,T,04/01/2021,03/31/2025,NC
36E79721D0017ALLOPURINOL 100MG TAB100,1-Dec-25,36E79721D0017,55111-0729-01,ALLOPURINOL,ALLOPURINOL 100MG TAB,ALLOPURINOL 100MG TAB,100,Compliant,"Dr. Reddy's Laboratories, Inc.",30-May-26, $2.55 , 2.00 ," 38,838.00 "," $99,036.90 ",05/30/2021,05/29/2025,2026,2021,,MS400,F,T,05/30/2024,05/29/2025,NC
36E79721D0017ALLOPURINOL 100MG TAB1000,1-Dec-25,36E79721D0017,55111-0729-10,ALLOPURINOL,ALLOPURINOL 100MG TAB,ALLOPURINOL 100MG TAB,1000,Compliant,"Dr. Reddy's Laboratories, Inc.",30-May-26, $24.08 , 2.00 ," 75,399.00 "," $1,815,607.92 ",05/30/2021,05/29/2025,2026,2021,,MS400,F,T,05/30/2024,05/29/2025,NC
36E79721D0017ALLOPURINOL 300MG TAB100,1-Dec-25,36E79721D0017,55111-0730-01,ALLOPURINOL,ALLOPURINOL 300MG TAB,ALLOPURINOL 300MG TAB,100,Compliant,"Dr. Reddy's Laboratories, Inc.",30-May-26, $6.15 , 2.00 ," 19,922.00 "," $122,520.30 ",05/30/2021,05/29/2025,2026,2021,,MS400,F,T,05/30/2024,05/29/2025,NC
36E79721D0017ALLOPURINOL 300MG TAB500,1-Dec-25,36E79721D0017,55111-0730-05,ALLOPURINOL,ALLOPURINOL 300MG TAB,ALLOPURINOL 300MG TAB,500,Compliant,"Dr. Reddy's Laboratories, Inc.",30-May-26, $30.09 , 2.00 ," 102,030.00 "," $3,070,082.70 ",05/30/2021,05/29/2025,2026,2021,,MS400,F,T,05/30/2024,05/29/2025,NC
"36E79721D0018PREGABALIN 100MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0571-90,PREGABALIN,"PREGABALIN 100MG CAP,ORAL","PREGABALIN 100MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $3.71 , 2.00 ," 157,399.00 "," $583,950.29 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2021,03/01/2025,NC
"36E79721D0018PREGABALIN 150MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0572-90,PREGABALIN,"PREGABALIN 150MG CAP,ORAL","PREGABALIN 150MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $4.55 , 2.00 ," 253,443.00 "," $1,153,165.65 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2021,03/01/2025,NC
"36E79721D0018PREGABALIN 200MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0573-90,PREGABALIN,"PREGABALIN 200MG CAP,ORAL","PREGABALIN 200MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $5.30 , 2.00 ," 77,411.00 "," $410,278.30 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2022,03/01/2025,NC
"36E79721D0018PREGABALIN 225MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0574-90,PREGABALIN,"PREGABALIN 225MG CAP,ORAL","PREGABALIN 225MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $4.74 , 2.00 ," 33,004.00 "," $156,438.96 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2022,03/01/2025,NC
"36E79721D0018PREGABALIN 25MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0568-90,PREGABALIN,"PREGABALIN 25MG CAP,ORAL","PREGABALIN 25MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $2.08 , 2.00 ," 29,111.00 "," $60,550.88 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2021,03/01/2025,NC
"36E79721D0018PREGABALIN 300MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0575-90,PREGABALIN,"PREGABALIN 300MG CAP,ORAL","PREGABALIN 300MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $5.96 , 2.00 ," 57,788.00 "," $344,416.48 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2022,03/01/2025,NC
"36E79721D0018PREGABALIN 50MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0569-90,PREGABALIN,"PREGABALIN 50MG CAP,ORAL","PREGABALIN 50MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $2.97 , 2.00 ," 99,854.00 "," $296,566.38 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2021,03/01/2025,NC
"36E79721D0018PREGABALIN 75MG CAP,ORAL90",3-Sep-25,36E79721D0018,76282-0570-90,PREGABALIN,"PREGABALIN 75MG CAP,ORAL","PREGABALIN 75MG CAP,ORAL",90,Compliant,"Exelan Pharmaceuticals, Inc.",2-Mar-26, $3.29 , 2.00 ," 183,718.00 "," $604,432.22 ",03/02/2021,03/01/2025,2026,2021,,CN900,F,T,03/02/2021,03/01/2025,NC
36E79721D0020SIMVASTATIN 10MG TAB30,8-Oct-25,36E79721D0020,24658-0501-30,SIMVASTATIN,SIMVASTATIN 10MG TAB,SIMVASTATIN 10MG TAB,30,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $3.92 , 5.00 ," 5,043.00 "," $19,768.56 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 10MG TAB45,8-Oct-25,36E79721D0020,24658-0501-45,SIMVASTATIN,SIMVASTATIN 10MG TAB,SIMVASTATIN 10MG TAB,45,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $8.68 , 5.00 ," 4,437.00 "," $38,513.16 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 10MG TAB90,8-Oct-25,36E79721D0020,24658-0501-90,SIMVASTATIN,SIMVASTATIN 10MG TAB,SIMVASTATIN 10MG TAB,90,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $9.65 , 5.00 ," 31,764.00 "," $306,522.60 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 10MG TAB1000,8-Oct-25,36E79721D0020,24658-0501-10,SIMVASTATIN,SIMVASTATIN 10MG TAB,SIMVASTATIN 10MG TAB,1000,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $96.46 , 5.00 ," 17,592.00 "," $1,696,924.32 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 20MG TAB30,8-Oct-25,36E79721D0020,24658-0502-30,SIMVASTATIN,SIMVASTATIN 20MG TAB,SIMVASTATIN 20MG TAB,30,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $4.24 , 5.00 ," 5,685.00 "," $24,104.40 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 20MG TAB45,8-Oct-25,36E79721D0020,24658-0502-45,SIMVASTATIN,SIMVASTATIN 20MG TAB,SIMVASTATIN 20MG TAB,45,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $9.54 , 5.00 ," 53,023.00 "," $505,839.42 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 20MG TAB90,8-Oct-25,36E79721D0020,24658-0502-90,SIMVASTATIN,SIMVASTATIN 20MG TAB,SIMVASTATIN 20MG TAB,90,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $10.60 , 5.00 ," 167,543.00 "," $1,775,955.80 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 20MG TAB1000,8-Oct-25,36E79721D0020,24658-0502-10,SIMVASTATIN,SIMVASTATIN 20MG TAB,SIMVASTATIN 20MG TAB,1000,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $107.06 , 5.00 ," 10,124.00 "," $1,083,875.44 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 40MG TAB30,8-Oct-25,36E79721D0020,24658-0503-30,SIMVASTATIN,SIMVASTATIN 40MG TAB,SIMVASTATIN 40MG TAB,30,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $4.56 , 5.00 ," 4,336.00 "," $19,772.16 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 40MG TAB45,8-Oct-25,36E79721D0020,24658-0503-45,SIMVASTATIN,SIMVASTATIN 40MG TAB,SIMVASTATIN 40MG TAB,45,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $10.40 , 5.00 ," 222,380.00 "," $2,312,752.00 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 40MG TAB90,8-Oct-25,36E79721D0020,24658-0503-90,SIMVASTATIN,SIMVASTATIN 40MG TAB,SIMVASTATIN 40MG TAB,90,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $11.55 , 5.00 ," 217,676.00 "," $2,514,157.80 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 40MG TAB1000,8-Oct-25,36E79721D0020,24658-0503-10,SIMVASTATIN,SIMVASTATIN 40MG TAB,SIMVASTATIN 40MG TAB,1000,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $117.66 , 5.00 ," 39,169.00 "," $4,608,624.54 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 5MG TAB30,8-Oct-25,36E79721D0020,24658-0500-30,SIMVASTATIN,SIMVASTATIN 5MG TAB,SIMVASTATIN 5MG TAB,30,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $3.29 , 5.00 ," 1,341.00 "," $4,411.89 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 5MG TAB90,8-Oct-25,36E79721D0020,24658-0500-90,SIMVASTATIN,SIMVASTATIN 5MG TAB,SIMVASTATIN 5MG TAB,90,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $7.74 , 5.00 ," 13,551.00 "," $104,884.74 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 5MG TAB1000,8-Oct-25,36E79721D0020,24658-0500-10,SIMVASTATIN,SIMVASTATIN 5MG TAB,SIMVASTATIN 5MG TAB,1000,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $75.26 , 5.00 ," 1,116.00 "," $83,990.16 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 80MG TAB30,8-Oct-25,36E79721D0020,24658-0504-30,SIMVASTATIN,SIMVASTATIN 80MG TAB,SIMVASTATIN 80MG TAB,30,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $4.88 , 5.00 ," 3,497.00 "," $17,065.36 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 80MG TAB45,8-Oct-25,36E79721D0020,24658-0504-45,SIMVASTATIN,SIMVASTATIN 80MG TAB,SIMVASTATIN 80MG TAB,45,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $11.26 , 5.00 ," 228,001.00 "," $2,567,291.26 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 80MG TAB90,8-Oct-25,36E79721D0020,24658-0504-90,SIMVASTATIN,SIMVASTATIN 80MG TAB,SIMVASTATIN 80MG TAB,90,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $12.51 , 5.00 ," 47,665.00 "," $596,289.15 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0020SIMVASTATIN 80MG TAB1000,8-Oct-25,36E79721D0020,24658-0504-10,SIMVASTATIN,SIMVASTATIN 80MG TAB,SIMVASTATIN 80MG TAB,1000,Compliant,"Puracap Labs, dba Blu Pharmaceuticals",6-Apr-26, $128.26 , 5.00 ," 12,591.00 "," $1,614,921.66 ",04/06/2021,04/05/2025,2026,2021,,CV350,F,T,04/06/2024,04/05/2025,NC
36E79721D0021CARBIDOPA 10MG/LEVODOPA 100MG TAB100,23-Dec-25,36E79721D0021,42291-0465-01,CARBIDOPA/LEVODOPA,CARBIDOPA 10MG/LEVODOPA 100MG TAB,CARBIDOPA 10MG/LEVODOPA 100MG TAB,100,Compliant,"AvKARE, LLC",21-Jun-26, $7.19 , 3.00 ," 6,327.00 "," $45,491.13 ",06/21/2021,06/20/2025,2026,2021,,CN500,F,T,06/21/2021,06/20/2025,NC
36E79721D0021CARBIDOPA 10MG/LEVODOPA 100MG TAB100,23-Dec-25,36E79721D0021,42291-0471-01,CARBIDOPA/LEVODOPA,CARBIDOPA 10MG/LEVODOPA 100MG TAB,CARBIDOPA 10MG/LEVODOPA 100MG TAB,100,Compliant,"AvKARE, LLC",21-Jun-26, $7.19 , 3.00 ," 6,327.00 "," $45,491.13 ",06/21/2021,06/20/2025,2026,2021,,CN500,F,T,05/26/2023,06/20/2025,NC
